Hole,,MnPS3,,FePS3,,NiPS3,,CrPS4,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
1053,2.311705828,1053,1.983804107,1053,1.906768084,1053,0.7714936733,1053,0.5775261521,
1050,2.389037609,1050,1.942905784,1050,1.872830272,1050,0.8123816848,1050,0.6210710406,
1047,2.419523239,1047,1.916053176,1047,1.890778184,1047,0.8270518184,1047,0.6219928861,
1044,2.403222799,1044,1.872430205,1044,1.912300467,1044,0.8304529786,1044,0.6311141253,
1041,2.450223684,1041,1.945833325,1041,1.966762185,1041,0.8569382429,1041,0.6377624869,
1038,2.403627396,1038,1.92023778,1038,1.941256642,1038,0.8184098601,1038,0.5906599164,
1035,2.348430157,1035,1.873270988,1035,1.862671733,1035,0.7463538647,1035,0.5581218004,
1032,2.334229708,1032,1.798109174,1032,1.952632308,1032,0.8625593781,1032,0.6013036966,
1029,2.356194019,1029,1.886528134,1029,1.780581713,1029,0.7817161083,1029,0.6755945086,
1026,2.457256556,1026,1.854149818,1026,1.872756004,1026,0.8576027155,1026,0.6369600296,
1023,2.48805666,1023,1.829999924,1023,1.870299101,1023,0.8009230494,1023,0.6284668446,
1020,2.517806292,1020,1.932481647,1020,1.929598689,1020,0.8470283151,1020,0.6198129058,
1017,2.436994553,1017,1.974964857,1017,2.019881725,1017,0.8544197083,1017,0.558752358,
1014,2.300766945,1014,1.913314462,1014,2.001675367,1014,0.8287650347,1014,0.6643430591,
1011,2.265934706,1011,2.027271032,1011,1.976504683,1011,0.9493477345,1011,0.670118928,
1008,2.423531055,1008,2.021500826,1008,1.874998808,1008,0.8716331124,1008,0.603567183,
1005,2.411980867,1005,1.88157618,1005,1.913697839,1005,0.842913866,1005,0.6448880434,
1002,2.445521116,1002,1.981132865,1002,2.014565229,1002,0.9110994339,1002,0.6762934327,
999,2.448390722,999,1.902215719,999,1.993481994,999,0.8851898909,999,0.6308138967,
996,2.363206148,996,1.850561619,996,1.990730166,996,0.8382767439,996,0.7045974731,
993,2.330310583,993,1.83656776,993,1.96924603,993,0.8601769805,993,0.6266337633,
990,2.380343437,990,1.971382976,990,1.980505466,990,0.797814846,990,0.6911135912,
987,2.406501532,987,1.950085163,987,1.941864729,987,0.9508495927,987,0.7030398846,
984,2.518312931,984,2.050246954,984,1.950048447,984,0.9516229033,984,0.7634729743,
981,2.478969812,981,1.983113408,981,2.050184965,981,0.7598782182,981,0.8481128812,
978,2.505374432,978,2.043600321,978,1.972059965,978,0.9642602205,978,0.7751037478,
975,2.659672022,975,1.909615874,975,1.982156754,975,0.8733373284,975,0.6430113316,
972,2.371928215,972,1.96836257,972,2.046962738,972,0.8601830602,972,0.6008329391,
969,2.353580713,969,1.956527472,969,2.000449896,969,1.09573245,969,0.5893580914,
966,2.438325405,966,1.983358383,966,1.895854115,966,0.7237869501,966,0.578658998,
963,2.617498636,963,2.009188414,963,2.102971792,963,0.8765358329,963,0.5583199859,
960,2.596497059,960,2.072623968,960,2.035493851,960,0.9245396852,960,0.7013524771,
